"ADDR_KEY","PC","STREET_NM","HNR_FULL","LAXON_NAME"
"158759420","4433AH",'s-Gravenpoldersestraat,"10",Hoedekenskerke
"158759421","4433AG",'s-Gravenpoldersestraat,"11",Hoedekenskerke
"158759422","4433AH",'s-Gravenpoldersestraat,"12",Hoedekenskerke
"158759423","4433AG",'s-Gravenpoldersestraat,"13",Hoedekenskerke
"158759424","4433AH",'s-Gravenpoldersestraat,"14",Hoedekenskerke
"158759425","4433AG",'s-Gravenpoldersestraat,"15",Hoedekenskerke
"158759426","4433AH",'s-Gravenpoldersestraat,"16",Hoedekenskerke
"158759427","4433AG",'s-Gravenpoldersestraat,"17",Hoedekenskerke
"158759428","4433AH",'s-Gravenpoldersestraat,"18",Hoedekenskerke
"158759429","4433AG",'s-Gravenpoldersestraat,"19",Hoedekenskerke
"158759430","4433AH",'s-Gravenpoldersestraat,"2",Hoedekenskerke
"158759431","4433AH",'s-Gravenpoldersestraat,"20",Hoedekenskerke
"158759432","4433AG",'s-Gravenpoldersestraat,"21",Hoedekenskerke
"158759433","4433AH",'s-Gravenpoldersestraat,"22",Hoedekenskerke
"158759434","4433RV",'s-Gravenpoldersestraat,"23",Hoedekenskerke
"158759435","4433AH",'s-Gravenpoldersestraat,"24",Hoedekenskerke
"158759436","4433RV",'s-Gravenpoldersestraat,"25",Hoedekenskerke
"158759437","4433AH",'s-Gravenpoldersestraat,"26",Hoedekenskerke
"158759438","4433RV",'s-Gravenpoldersestraat,"27",Hoedekenskerke
"158759439","4434RA",'s-Gravenpoldersestraat,"27A",Kwadendamme
"158759440","4433AH",'s-Gravenpoldersestraat,"28",Hoedekenskerke
"158759441","4434RA",'s-Gravenpoldersestraat,"29",Kwadendamme
"158759442","4433AH",'s-Gravenpoldersestraat,"30",Hoedekenskerke
"158759443","4434RA",'s-Gravenpoldersestraat,"31",Kwadendamme
"158759444","4433AH",'s-Gravenpoldersestraat,"32",Hoedekenskerke
"158759445","4433RV",'s-Gravenpoldersestraat,"34",Hoedekenskerke
"158759446","4433RV",'s-Gravenpoldersestraat,"36",Hoedekenskerke
"158759447","4433RV",'s-Gravenpoldersestraat,"38",Hoedekenskerke
"158759448","4433AH",'s-Gravenpoldersestraat,"4",Hoedekenskerke
"158759450","4433AH",'s-Gravenpoldersestraat,"6",Hoedekenskerke
"158759451","4433AG",'s-Gravenpoldersestraat,"7",Hoedekenskerke
"158759452","4433AH",'s-Gravenpoldersestraat,"8",Hoedekenskerke
"158759453","4433AG",'s-Gravenpoldersestraat,"9",Hoedekenskerke
"158759454","4431AA",'s-Gravenstraat,"1",'s-Gravenpolder
"158759455","4431AC",'s-Gravenstraat,"10",'s-Gravenpolder
"158759456","4431AC",'s-Gravenstraat,"12",'s-Gravenpolder
"158759457","4431AC",'s-Gravenstraat,"14",'s-Gravenpolder
"158759458","4431AC",'s-Gravenstraat,"16",'s-Gravenpolder
"158759459","4431AC",'s-Gravenstraat,"16A",'s-Gravenpolder
"158759460","4431AA",'s-Gravenstraat,"17",'s-Gravenpolder
"158759461","4431AC",'s-Gravenstraat,"18",'s-Gravenpolder
"158759462","4431AA",'s-Gravenstraat,"19",'s-Gravenpolder
"158759463","4431AC",'s-Gravenstraat,"2",'s-Gravenpolder
"158759464","4431AC",'s-Gravenstraat,"20",'s-Gravenpolder
"158759465","4431AC",'s-Gravenstraat,"22",'s-Gravenpolder
"158759466","4431AA",'s-Gravenstraat,"23",'s-Gravenpolder
"158759467","4431AC",'s-Gravenstraat,"24",'s-Gravenpolder
"158759468","4431AC",'s-Gravenstraat,"24A",'s-Gravenpolder
"158759469","4431AA",'s-Gravenstraat,"25",'s-Gravenpolder
"158759470","4431AA",'s-Gravenstraat,"25A",'s-Gravenpolder
"158759471","4431AA",'s-Gravenstraat,"25B",'s-Gravenpolder
"158759472","4431AC",'s-Gravenstraat,"26",'s-Gravenpolder
"158759473","4431AA",'s-Gravenstraat,"27",'s-Gravenpolder
"158759474","4431AC",'s-Gravenstraat,"28",'s-Gravenpolder
"158759475","4431AA",'s-Gravenstraat,"29",'s-Gravenpolder
"158759476","4431AA",'s-Gravenstraat,"3",'s-Gravenpolder
"158759477","4431AC",'s-Gravenstraat,"30",'s-Gravenpolder
"158759478","4431AA",'s-Gravenstraat,"31",'s-Gravenpolder
"158759480","4431AA",'s-Gravenstraat,"33",'s-Gravenpolder
"158759481","4431AC",'s-Gravenstraat,"34",'s-Gravenpolder
"158759482","4431AA",'s-Gravenstraat,"35",'s-Gravenpolder
"158759483","4431AC",'s-Gravenstraat,"36",'s-Gravenpolder
"158759484","4431AA",'s-Gravenstraat,"37",'s-Gravenpolder
"158759485","4431AA",'s-Gravenstraat,"37A",'s-Gravenpolder
"158759486","4431AC",'s-Gravenstraat,"38",'s-Gravenpolder
"158759487","4431AA",'s-Gravenstraat,"39",'s-Gravenpolder
"158759488","4431AC",'s-Gravenstraat,"4",'s-Gravenpolder
"158759489","4431AC",'s-Gravenstraat,"40",'s-Gravenpolder
"158759490","4431AC",'s-Gravenstraat,"40A",'s-Gravenpolder
"158759491","4431AA",'s-Gravenstraat,"41",'s-Gravenpolder
"158759492","4431AC",'s-Gravenstraat,"42",'s-Gravenpolder
"158759493","4431AC",'s-Gravenstraat,"44",'s-Gravenpolder
"158759494","4431AA",'s-Gravenstraat,"47",'s-Gravenpolder
"158759495","4431AA",'s-Gravenstraat,"47A",'s-Gravenpolder
"158759496","4431AA",'s-Gravenstraat,"47B",'s-Gravenpolder
"158759497","4431AA",'s-Gravenstraat,"49",'s-Gravenpolder
"158759498","4431AC",'s-Gravenstraat,"4A",'s-Gravenpolder
"158759499","4431AA",'s-Gravenstraat,"5",'s-Gravenpolder
"158759500","4431AB",'s-Gravenstraat,"51",'s-Gravenpolder
"158759501","4431AB",'s-Gravenstraat,"53",'s-Gravenpolder
"158759502","4431AB",'s-Gravenstraat,"55",'s-Gravenpolder
"158759503","4431AB",'s-Gravenstraat,"57",'s-Gravenpolder
"158759504","4431AB",'s-Gravenstraat,"59",'s-Gravenpolder
"158759505","4431AC",'s-Gravenstraat,"6",'s-Gravenpolder
"158759507","4431AB",'s-Gravenstraat,"63",'s-Gravenpolder
"158759508","4431AB",'s-Gravenstraat,"63A",'s-Gravenpolder
"158759509","4431AB",'s-Gravenstraat,"65",'s-Gravenpolder
"158759510","4431AB",'s-Gravenstraat,"67",'s-Gravenpolder
"158759512","4431AA",'s-Gravenstraat,"7",'s-Gravenpolder
"158759513","4431AB",'s-Gravenstraat,"71",'s-Gravenpolder
"158759514","4431AB",'s-Gravenstraat,"73",'s-Gravenpolder
"158759515","4431AC",'s-Gravenstraat,"8",'s-Gravenpolder
"158759517","4453CV",'s-Heerenbosch,"1",'s-Heerenhoek
"158759518","4453CV",'s-Heerenbosch,"2",'s-Heerenhoek
"158759519","4453CV",'s-Heerenbosch,"3",'s-Heerenhoek
"158759520","4453CV",'s-Heerenbosch,"4",'s-Heerenhoek
"158759521","4453CV",'s-Heerenbosch,"5",'s-Heerenhoek
"158759522","4453CD",'s-Heerenhoeksedijk,"1",'s-Heerenhoek
"158759523","4453CD",'s-Heerenhoeksedijk,"10",'s-Heerenhoek
"158759524","4453CD",'s-Heerenhoeksedijk,"12",'s-Heerenhoek
"158759525","4441RE",'s-Heerenhoeksedijk,"13",Ovezande
"158759526","4453RB",'s-Heerenhoeksedijk,"14",'s-Heerenhoek
"158759527","4441RE",'s-Heerenhoeksedijk,"15",Ovezande
"158759528","4453RB",'s-Heerenhoeksedijk,"16",'s-Heerenhoek
"158759529","4453RB",'s-Heerenhoeksedijk,"18",'s-Heerenhoek
"158759530","4441RE",'s-Heerenhoeksedijk,"19",Ovezande
"158759531","4453CD",'s-Heerenhoeksedijk,"1A",'s-Heerenhoek
"158759532","4453CD",'s-Heerenhoeksedijk,"1B",'s-Heerenhoek
"158759533","4453CD",'s-Heerenhoeksedijk,"2",'s-Heerenhoek
"158759534","4453RB",'s-Heerenhoeksedijk,"20",'s-Heerenhoek
"158759535","4441RE",'s-Heerenhoeksedijk,"21",Ovezande
"158759536","4453RB",'s-Heerenhoeksedijk,"22",'s-Heerenhoek
"158759537","4453RB",'s-Heerenhoeksedijk,"26",'s-Heerenhoek
"158759538","4441RE",'s-Heerenhoeksedijk,"27",Ovezande
"158759539","4453RB",'s-Heerenhoeksedijk,"28",'s-Heerenhoek
"158759540","4441RE",'s-Heerenhoeksedijk,"29",Ovezande
"158759541","4453CD",'s-Heerenhoeksedijk,"3",'s-Heerenhoek
"158759542","4453RB",'s-Heerenhoeksedijk,"30",'s-Heerenhoek
"158759543","4453RB",'s-Heerenhoeksedijk,"32",'s-Heerenhoek
"158759544","4453RB",'s-Heerenhoeksedijk,"34",'s-Heerenhoek
"158759545","4453RB",'s-Heerenhoeksedijk,"38",'s-Heerenhoek
"158759546","4453CD",'s-Heerenhoeksedijk,"4",'s-Heerenhoek
"158759547","4453RB",'s-Heerenhoeksedijk,"40",'s-Heerenhoek
"158759548","4453RB",'s-Heerenhoeksedijk,"42",'s-Heerenhoek
"158759549","4453RB",'s-Heerenhoeksedijk,"44",'s-Heerenhoek
"158759550","4453RB",'s-Heerenhoeksedijk,"48",'s-Heerenhoek
"158759551","4453CD",'s-Heerenhoeksedijk,"5",'s-Heerenhoek
"158759552","4441RE",'s-Heerenhoeksedijk,"52",Ovezande
"158759553","4441RE",'s-Heerenhoeksedijk,"54",Ovezande
"158759554","4441RE",'s-Heerenhoeksedijk,"54A",Ovezande
"158759555","4441RE",'s-Heerenhoeksedijk,"56",Ovezande
"158759556","4453CD",'s-Heerenhoeksedijk,"6",'s-Heerenhoek
"158759557","4453CD",'s-Heerenhoeksedijk,"6A",'s-Heerenhoek
"158759558","4453CD",'s-Heerenhoeksedijk,"7",'s-Heerenhoek
"158759559","4453CD",'s-Heerenhoeksedijk,"8",'s-Heerenhoek
"158759560","4451KC",'t Dijkje,"1",Heinkenszand
"158759561","4451KC",'t Dijkje,"2",Heinkenszand
"158759562","4451KC",'t Dijkje,"4",Heinkenszand
"158759563","4451KC",'t Dijkje,"5",Heinkenszand
"158759564","4436NA",'t Zwint,"1",Oudelande
"158759565","4436NA",'t Zwint,"1A",Oudelande
"158759566","4436NA",'t Zwint,"2",Oudelande
"158759567","4434AG",A de Koningstraat,"1",Kwadendamme
"158759568","4434AH",A de Koningstraat,"10",Kwadendamme
"158759569","4434AG",A de Koningstraat,"11",Kwadendamme
"158759570","4434AH",A de Koningstraat,"12",Kwadendamme
"158759571","4434AG",A de Koningstraat,"13",Kwadendamme
"158759572","4434AH",A de Koningstraat,"14",Kwadendamme
"158759573","4434AH",A de Koningstraat,"14A",Kwadendamme
"158759574","4434AG",A de Koningstraat,"15",Kwadendamme
"158759575","4434AH",A de Koningstraat,"16",Kwadendamme
"158759576","4434AG",A de Koningstraat,"17",Kwadendamme
"158759577","4434AH",A de Koningstraat,"18",Kwadendamme
"158759578","4434AG",A de Koningstraat,"19",Kwadendamme
"158759579","4434AH",A de Koningstraat,"2",Kwadendamme
"158759580","4434AH",A de Koningstraat,"20",Kwadendamme
"158759581","4434AG",A de Koningstraat,"21",Kwadendamme
"158759582","4434AH",A de Koningstraat,"22",Kwadendamme
"158759583","4434AG",A de Koningstraat,"23",Kwadendamme
"158759584","4434AH",A de Koningstraat,"24",Kwadendamme
"158759585","4434AH",A de Koningstraat,"26",Kwadendamme
"158759586","4434AH",A de Koningstraat,"28",Kwadendamme
"158759587","4434AG",A de Koningstraat,"3",Kwadendamme
"158759588","4434AH",A de Koningstraat,"30",Kwadendamme
"158759589","4434AH",A de Koningstraat,"32",Kwadendamme
"158759590","4434AH",A de Koningstraat,"34",Kwadendamme
"158759591","4434AH",A de Koningstraat,"36",Kwadendamme
"158759592","4434AH",A de Koningstraat,"38",Kwadendamme
"158759593","4434AG",A de Koningstraat,"3A",Kwadendamme
"158759594","4434AG",A de Koningstraat,"3B",Kwadendamme
"158759595","4434AH",A de Koningstraat,"4",Kwadendamme
"158759596","4434AH",A de Koningstraat,"40",Kwadendamme
"158759597","4434AH",A de Koningstraat,"42",Kwadendamme
"158759598","4434AH",A de Koningstraat,"44",Kwadendamme
"158759599","4434AH",A de Koningstraat,"46",Kwadendamme
"158759600","4434AG",A de Koningstraat,"5",Kwadendamme
"158759601","4434AH",A de Koningstraat,"6",Kwadendamme
"158759602","4434AH",A de Koningstraat,"6A",Kwadendamme
"158759603","4434AG",A de Koningstraat,"7",Kwadendamme
"158759604","4434AH",A de Koningstraat,"8",Kwadendamme
"158759605","4434AG",A de Koningstraat,"9",Kwadendamme
"158759606","4434RJ",Aalweg,"1",Kwadendamme
"158759607","4433BE",Aalweg,"2",Hoedekenskerke
"158759608","4434RJ",Aalweg,"3",Kwadendamme
"158759609","4433BE",Aalweg,"4",Hoedekenskerke
"158759612","4433AV",Achterweg,"11",Hoedekenskerke
"158759613","4433AV",Achterweg,"12",Hoedekenskerke
"158759614","4433AV",Achterweg,"13",Hoedekenskerke
"158759615","4433AV",Achterweg,"16",Hoedekenskerke
"158759616","4433AV",Achterweg,"2",Hoedekenskerke
"158759617","4433AV",Achterweg,"4",Hoedekenskerke
"158759618","4433AV",Achterweg,"5",Hoedekenskerke
"158759619","4433AV",Achterweg,"7",Hoedekenskerke
"158759620","4433AV",Achterweg,"9",Hoedekenskerke
"158759621","4455TP",Akkerweg,"1",Nieuwdorp
"158759622","4455TP",Akkerweg,"3",Nieuwdorp
"158759623","4455TP",Akkerweg,"5",Nieuwdorp
"158759624","4443RJ",Ambachtsherendijk,"2",Nisse
"158759625","4431HA",Ambachtshofje,"1",'s-Gravenpolder
"158759626","4431HA",Ambachtshofje,"10",'s-Gravenpolder
"158759627","4431HA",Ambachtshofje,"2",'s-Gravenpolder
"158759628","4431HA",Ambachtshofje,"3",'s-Gravenpolder
"158759629","4431HA",Ambachtshofje,"4",'s-Gravenpolder
"158759630","4431HA",Ambachtshofje,"5",'s-Gravenpolder
"158759631","4431HA",Ambachtshofje,"6",'s-Gravenpolder
"158759632","4431HA",Ambachtshofje,"7",'s-Gravenpolder
"158759633","4431HA",Ambachtshofje,"8",'s-Gravenpolder
"158759634","4431HA",Ambachtshofje,"9",'s-Gravenpolder
"158759635","4431BC",Ambachtsstraat,"1",'s-Gravenpolder
"158759636","4431BE",Ambachtsstraat,"10",'s-Gravenpolder
"158759637","4431BE",Ambachtsstraat,"10A",'s-Gravenpolder
"158759638","4431BC",Ambachtsstraat,"11",'s-Gravenpolder
"158759639","4431BE",Ambachtsstraat,"12",'s-Gravenpolder
"158759640","4431BC",Ambachtsstraat,"13",'s-Gravenpolder
"158759641","4431BE",Ambachtsstraat,"14",'s-Gravenpolder
"158759642","4431BE",Ambachtsstraat,"16",'s-Gravenpolder
"158759643","4431BC",Ambachtsstraat,"17",'s-Gravenpolder
"158759644","4431BE",Ambachtsstraat,"18",'s-Gravenpolder
"158759645","4431BC",Ambachtsstraat,"19",'s-Gravenpolder
"158759646","4431BE",Ambachtsstraat,"2",'s-Gravenpolder
"158759647","4431BE",Ambachtsstraat,"20",'s-Gravenpolder
"158759648","4431BC",Ambachtsstraat,"21",'s-Gravenpolder
"158759649","4431BE",Ambachtsstraat,"22",'s-Gravenpolder
"158759650","4431BE",Ambachtsstraat,"22A",'s-Gravenpolder
"158759651","4431BC",Ambachtsstraat,"23",'s-Gravenpolder
"158759652","4431BE",Ambachtsstraat,"24",'s-Gravenpolder
"158759653","4431BC",Ambachtsstraat,"25",'s-Gravenpolder
"158759654","4431BE",Ambachtsstraat,"26",'s-Gravenpolder
"158759655","4431BC",Ambachtsstraat,"27",'s-Gravenpolder
"158759656","4431BE",Ambachtsstraat,"28",'s-Gravenpolder
"158759657","4431BC",Ambachtsstraat,"29",'s-Gravenpolder
"158759658","4431BC",Ambachtsstraat,"3",'s-Gravenpolder
"158759659","4431BE",Ambachtsstraat,"30",'s-Gravenpolder
"158759660","4431BC",Ambachtsstraat,"31",'s-Gravenpolder
"158759661","4431BE",Ambachtsstraat,"32",'s-Gravenpolder
"158759662","4431BC",Ambachtsstraat,"33",'s-Gravenpolder
"158759663","4431BE",Ambachtsstraat,"34",'s-Gravenpolder
"158759664","4431BC",Ambachtsstraat,"35",'s-Gravenpolder
"158759665","4431BE",Ambachtsstraat,"36",'s-Gravenpolder
"158759666","4431BC",Ambachtsstraat,"37",'s-Gravenpolder
"158759667","4431BE",Ambachtsstraat,"38",'s-Gravenpolder
"158759668","4431BC",Ambachtsstraat,"39",'s-Gravenpolder
"158759669","4431BE",Ambachtsstraat,"4",'s-Gravenpolder
"158759670","4431BE",Ambachtsstraat,"40",'s-Gravenpolder
"158759671","4431BD",Ambachtsstraat,"41",'s-Gravenpolder
"158759672","4431BE",Ambachtsstraat,"42",'s-Gravenpolder
"158759673","4431BD",Ambachtsstraat,"43",'s-Gravenpolder
"158759674","4431BD",Ambachtsstraat,"43A",'s-Gravenpolder
"158759675","4431BE",Ambachtsstraat,"44",'s-Gravenpolder
"158759676","4431BD",Ambachtsstraat,"45",'s-Gravenpolder
"158759677","4431BE",Ambachtsstraat,"46",'s-Gravenpolder
"158759678","4431BD",Ambachtsstraat,"47",'s-Gravenpolder
"158759679","4431BE",Ambachtsstraat,"48",'s-Gravenpolder
"158759680","4431BD",Ambachtsstraat,"49",'s-Gravenpolder
"158759681","4431BC",Ambachtsstraat,"5",'s-Gravenpolder
"158759682","4431BE",Ambachtsstraat,"50",'s-Gravenpolder
"158759683","4431BD",Ambachtsstraat,"51",'s-Gravenpolder
"158759684","4431BG",Ambachtsstraat,"52",'s-Gravenpolder
"158759685","4431BD",Ambachtsstraat,"53",'s-Gravenpolder
"158759686","4431BG",Ambachtsstraat,"54",'s-Gravenpolder
"158759687","4431BD",Ambachtsstraat,"55",'s-Gravenpolder
"158759688","4431BG",Ambachtsstraat,"56",'s-Gravenpolder
"158759689","4431BD",Ambachtsstraat,"57",'s-Gravenpolder
"158759690","4431BD",Ambachtsstraat,"59",'s-Gravenpolder
"158759691","4431BE",Ambachtsstraat,"6",'s-Gravenpolder
"158759692","4431BG",Ambachtsstraat,"60",'s-Gravenpolder
"158759693","4431BG",Ambachtsstraat,"62",'s-Gravenpolder
"158759694","4431BG",Ambachtsstraat,"64",'s-Gravenpolder
"158759695","4431BG",Ambachtsstraat,"66",'s-Gravenpolder
"158759696","4431BG",Ambachtsstraat,"68",'s-Gravenpolder
"158759697","4431BC",Ambachtsstraat,"7",'s-Gravenpolder
"158759698","4431BG",Ambachtsstraat,"70",'s-Gravenpolder
"158759699","4431BG",Ambachtsstraat,"72",'s-Gravenpolder
"158759700","4431BG",Ambachtsstraat,"74",'s-Gravenpolder
"158759701","4431BG",Ambachtsstraat,"76",'s-Gravenpolder
"158759702","4431BG",Ambachtsstraat,"78",'s-Gravenpolder
"158759703","4431BE",Ambachtsstraat,"8",'s-Gravenpolder
"158759704","4431BE",Ambachtsstraat,"8A",'s-Gravenpolder
"158759705","4431BC",Ambachtsstraat,"9",'s-Gravenpolder
"158759706","4451EA",Arendhof,"1",Heinkenszand
"158759707","4451EB",Arendhof,"10",Heinkenszand
"158759708","4451EA",Arendhof,"11",Heinkenszand
"158759709","4451EB",Arendhof,"12",Heinkenszand
"158759710","4451EA",Arendhof,"13",Heinkenszand
"158759711","4451EB",Arendhof,"14",Heinkenszand
"158759712","4451EA",Arendhof,"15",Heinkenszand
"158759713","4451EB",Arendhof,"16",Heinkenszand
"158759714","4451EA",Arendhof,"17",Heinkenszand
"158759715","4451EB",Arendhof,"18",Heinkenszand
"158759716","4451EA",Arendhof,"19",Heinkenszand
"158759717","4451EB",Arendhof,"2",Heinkenszand
"158759718","4451EB",Arendhof,"20",Heinkenszand
"158759719","4451EA",Arendhof,"21",Heinkenszand
"158759720","4451EA",Arendhof,"23",Heinkenszand
"158759721","4451EA",Arendhof,"25",Heinkenszand
"158759722","4451EA",Arendhof,"27",Heinkenszand
"158759723","4451EA",Arendhof,"29",Heinkenszand
"158759724","4451EA",Arendhof,"3",Heinkenszand
"158759725","4451EA",Arendhof,"31",Heinkenszand
"158759726","4451EB",Arendhof,"33",Heinkenszand
"158759727","4451EB",Arendhof,"35",Heinkenszand
"158759728","4451EB",Arendhof,"37",Heinkenszand
"158759729","4451EB",Arendhof,"39",Heinkenszand
"158759730","4451EB",Arendhof,"4",Heinkenszand
"158759731","4451EB",Arendhof,"41",Heinkenszand
"158759739","4451EB",Arendhof,"43",Heinkenszand
"158759740","4451EB",Arendhof,"45",Heinkenszand
"158759741","4451EB",Arendhof,"47",Heinkenszand
"158759742","4451EB",Arendhof,"49",Heinkenszand
"158759743","4451EA",Arendhof,"5",Heinkenszand
"158759744","4451EB",Arendhof,"51",Heinkenszand
"158759745","4451EB",Arendhof,"53",Heinkenszand
"158759746","4451EB",Arendhof,"6",Heinkenszand
"158759747","4451EA",Arendhof,"7",Heinkenszand
"158759748","4451EB",Arendhof,"8",Heinkenszand
"158759749","4451EA",Arendhof,"9",Heinkenszand
"158759751","4438NP",Baandijk,"1",Driewegen
"158759752","4441TM",Baandijk,"10",Ovezande
"158759753","4441TM",Baandijk,"10A",Ovezande
"158759754","4441TM",Baandijk,"11",Ovezande
"158759755","4441TM",Baandijk,"11A",Ovezande
"158759756","4441TM",Baandijk,"12",Ovezande
"158759757","4441TM",Baandijk,"13",Ovezande
"158759758","4441TM",Baandijk,"2",Ovezande
"158759759","4438NP",Baandijk,"3",Driewegen
"158759760","4441TM",Baandijk,"4",Ovezande
"158759761","4438NP",Baandijk,"5",Driewegen
"158759762","4441TM",Baandijk,"6",Ovezande
"158759763","4438NP",Baandijk,"7",Driewegen
"158759764","4441TM",Baandijk,"8",Ovezande
"158759765","4431NJ",Baarlandsezandweg,"1",'s-Gravenpolder
"158759766","4434RH",Baarlandsezandweg,"11",Kwadendamme
"158759767","4431NJ",Baarlandsezandweg,"3",'s-Gravenpolder
"158759769","4431NJ",Baarlandsezandweg,"7",'s-Gravenpolder
"158759770","4434PN",Baarlandstelleweg,"1",Kwadendamme
"158759771","4434PN",Baarlandstelleweg,"2",Kwadendamme
"158759772","4434PN",Baarlandstelleweg,"3",Kwadendamme
"158759773","4434PN",Baarlandstelleweg,"4",Kwadendamme
"158759774","4434PN",Baarlandstelleweg,"5",Kwadendamme
"158759775","4444SN",Baarsdorp,"1",'s-Heer Abtskerke
"158759776","4444SN",Baarsdorp,"2",'s-Heer Abtskerke
"158759777","4444SN",Baarsdorp,"3",'s-Heer Abtskerke
"158759778","4444SN",Baarsdorp,"3A",'s-Heer Abtskerke
"158759779","4444SN",Baarsdorp,"3B",'s-Heer Abtskerke
"158759780","4444SN",Baarsdorp,"4",'s-Heer Abtskerke
"158759781","4444SN",Baarsdorp,"5",'s-Heer Abtskerke
"158759782","4444SN",Baarsdorp,"6",'s-Heer Abtskerke
"158759784","4455BK",Baconstraat,"1",Nieuwdorp
"158759785","4455BK",Baconstraat,"10",Nieuwdorp
"158759786","4455BK",Baconstraat,"11",Nieuwdorp
"158759787","4455BK",Baconstraat,"12",Nieuwdorp
"158759788","4455BK",Baconstraat,"13",Nieuwdorp
"158759789","4455BK",Baconstraat,"14",Nieuwdorp
"158759790","4455BK",Baconstraat,"15",Nieuwdorp
"158759791","4455BK",Baconstraat,"17",Nieuwdorp
"158759792","4455BK",Baconstraat,"19",Nieuwdorp
"158759793","4455BK",Baconstraat,"21",Nieuwdorp
"158759794","4455BK",Baconstraat,"23",Nieuwdorp
"158759795","4455BK",Baconstraat,"25",Nieuwdorp
"158759796","4455BK",Baconstraat,"27",Nieuwdorp
"158759797","4455BK",Baconstraat,"29",Nieuwdorp
"158759798","4455BK",Baconstraat,"3",Nieuwdorp
"158759799","4455BK",Baconstraat,"31",Nieuwdorp
"158759800","4455BK",Baconstraat,"33",Nieuwdorp
"158759801","4455BK",Baconstraat,"35",Nieuwdorp
"158759802","4455BK",Baconstraat,"37",Nieuwdorp
"158759803","4455BK",Baconstraat,"39",Nieuwdorp
"158759804","4455BK",Baconstraat,"4",Nieuwdorp
"158759805","4455BK",Baconstraat,"41",Nieuwdorp
"158759806","4455BK",Baconstraat,"43",Nieuwdorp
"158759807","4455BK",Baconstraat,"45",Nieuwdorp
"158759808","4455BK",Baconstraat,"47",Nieuwdorp
"158759809","4455BK",Baconstraat,"49",Nieuwdorp
"158759810","4455BK",Baconstraat,"5",Nieuwdorp
"158759811","4455BK",Baconstraat,"51",Nieuwdorp
"158759812","4455BK",Baconstraat,"53",Nieuwdorp
"158759813","4455BK",Baconstraat,"55",Nieuwdorp
"158759814","4455BK",Baconstraat,"6",Nieuwdorp
"158759815","4455BK",Baconstraat,"7",Nieuwdorp
"158759816","4455BK",Baconstraat,"8",Nieuwdorp
"158759817","4455BK",Baconstraat,"9",Nieuwdorp
"158759818","4435NH",Bakendorpseweg,"1",Baarland
"158759819","4435NH",Bakendorpseweg,"11",Baarland
"158759820","4435NH",Bakendorpseweg,"13",Baarland
"158759821","4435NH",Bakendorpseweg,"15",Baarland
"158759822","4435NH",Bakendorpseweg,"17",Baarland
"158759823","4435NH",Bakendorpseweg,"19",Baarland
"158759824","4435NH",Bakendorpseweg,"2",Baarland
"158759825","4435NH",Bakendorpseweg,"21",Baarland
"158759826","4435NH",Bakendorpseweg,"3",Baarland
"158759827","4435NH",Bakendorpseweg,"4",Baarland
"158759828","4435NH",Bakendorpseweg,"5",Baarland
"158759829","4435NH",Bakendorpseweg,"6",Baarland
"158759830","4435NH",Bakendorpseweg,"7",Baarland
"158759831","4435NH",Bakendorpseweg,"8",Baarland
"158759832","4435NH",Bakendorpseweg,"9",Baarland
"158759833","4431BH",Bakkersstraat,"11",'s-Gravenpolder
"158759834","4431BH",Bakkersstraat,"13",'s-Gravenpolder
"158759836","4431BH",Bakkersstraat,"2",'s-Gravenpolder
"158759839","4431BH",Bakkersstraat,"7",'s-Gravenpolder
"158759840","4431BH",Bakkersstraat,"9",'s-Gravenpolder
"158759841","4456BS",Banjaardpad,"1",Lewedorp
"158759843","4456BS",Banjaardpad,"3",Lewedorp
"158759845","4456BS",Banjaardpad,"5",Lewedorp
"158759847","4456BS",Banjaardpad,"7",Lewedorp
"158759851","4456BR",Banjaardstraat,"1",Lewedorp
"158759852","4456BR",Banjaardstraat,"11",Lewedorp
"158759853","4456BR",Banjaardstraat,"13",Lewedorp
"158759854","4456BR",Banjaardstraat,"15",Lewedorp
"158759855","4456BR",Banjaardstraat,"17",Lewedorp
"158759856","4456BR",Banjaardstraat,"19",Lewedorp
"158759857","4456BR",Banjaardstraat,"20",Lewedorp
"158759858","4456BR",Banjaardstraat,"21",Lewedorp
"158759859","4456BR",Banjaardstraat,"22",Lewedorp
"158759860","4456BR",Banjaardstraat,"23",Lewedorp
"158759861","4456BR",Banjaardstraat,"24",Lewedorp
"158759862","4456BR",Banjaardstraat,"25",Lewedorp
"158759863","4456BR",Banjaardstraat,"26",Lewedorp
"158759864","4456BR",Banjaardstraat,"27",Lewedorp
"158759865","4456BR",Banjaardstraat,"28",Lewedorp
"158759866","4456BR",Banjaardstraat,"29",Lewedorp
"158759867","4456BR",Banjaardstraat,"3",Lewedorp
"158759868","4456BR",Banjaardstraat,"30",Lewedorp
"158759869","4456BR",Banjaardstraat,"31",Lewedorp
"158759870","4456BR",Banjaardstraat,"32",Lewedorp
"158759871","4456BR",Banjaardstraat,"33",Lewedorp
"158759872","4456BR",Banjaardstraat,"34",Lewedorp
"158759873","4456BR",Banjaardstraat,"35",Lewedorp
"158759874","4456BR",Banjaardstraat,"36",Lewedorp
"158759875","4456BR",Banjaardstraat,"37",Lewedorp
"158759876","4456BR",Banjaardstraat,"38",Lewedorp
"158759877","4456BR",Banjaardstraat,"39",Lewedorp
